body,createdAt,ticketId,fromMe
"*Manu Ditzel - Vitao Alimentos:*
Gostaria de te avisar que estou com uma campanha progressiva para esse mês, chegando até 25% de desconto nos produtos !! 


Estou a disposição para qualquer duvida !","2025-08-06 11:32:06.001000",64377404,1
"*Manu Ditzel - Vitao Alimentos:*
Link:  https://vitaomais.meuspedidos.com.br/

E-mail: elnaturale3@gmail.com

Senha: 828880","2025-08-06 11:30:25.001000",64377404,1
"*Manu Ditzel - Vitao Alimentos:*
oiii tudo bemmm ?","2025-08-06 11:30:12.001000",64377404,1
"*Manu Ditzel - Vitao Alimentos:*
Oiii Peti, lembrando que estamos com a nossa campanha de Drageado chegando a R$90,00 Kg. Gostaria que nos desse a oportunidade de apresentar nossos produtos para vocês !! Sei que vai adora !","2025-08-11 09:20:13.001000",64377466,1
"*Manu Ditzel - Vitao Alimentos:*
Oiii Peti tudo bem ?","2025-08-05 17:01:07.001000",64377466,1
Áudio,"2025-08-11 15:23:59.001000",64378153,1
"*Manu Ditzel - Vitao Alimentos:*
Oiii Vera tudo bem querida ?","2025-08-11 15:11:36.001000",64378153,1
"*Manu Ditzel - Vitao Alimentos:*
Vi que começou um pedido em nosso portal, caso tenham alguma duvida ou precise de algo estou a disposiçãi !","2025-08-14 08:34:22.002000",64379410,1
"O Pomar Urbano agradece seu contato. Como podemos ajudar? 🤗
Acesse nosso catálogo através do link: https://wa.me/c/554791056028","2025-08-14 08:33:44.001000",64379410,0
"*Manu Ditzel - Vitao Alimentos:*
Bomm dia tudo bem ?","2025-08-14 08:33:40.001000",64379410,1
"*Manu Ditzel - Vitao Alimentos:*
Bom dia tudo certinho ?","2025-08-11 09:57:03.001000",64387662,1
"bom dia","2025-08-11 09:56:36.002000",64387662,0
Áudio,"2025-08-11 09:50:02.001000",64387662,1
"*Manu Ditzel - Vitao Alimentos:*
Oiiii hiolandaa tudo bem ?? 

Entrou em nosso portal ? Quais produtos já esta precisando de reposição querida ?","2025-08-05 17:53:57.001000",64387662,1
"*Manu Ditzel - Vitao Alimentos:*
Mas caso precise vai me falando !! Que como é cliente antiga nossa sempre conseguimos algo diferente para você !!","2025-08-29 10:03:13.001000",64391924,1
"*Manu Ditzel - Vitao Alimentos:*
Oiii, tudo bem então Kerolen","2025-08-29 10:02:43.004000",64391924,1
"oie, bom dia! essa eu vou deixar... vou esperar mais um pouco para fazer pedido. tudo bem?","2025-08-29 10:01:39.001000",64391924,0
"*Manu Ditzel - Vitao Alimentos:*
E ai vamos aproveitar e fazer aquele pedido de cookies granulado e chocolates?","2025-08-28 17:15:44.002000",64391924,1
"*Manu Ditzel - Vitao Alimentos:*
oiiii Kerolen tudo bem ?","2025-08-28 17:13:36.001000",64391924,1
"O que posso fazer para fecharmos nosso pedido ?","2025-08-21 08:48:56.002000",64391924,1
"Oiii Kerolen tudo bem ?","2025-08-21 08:48:45.001000",64391924,1
"*Manu Ditzel - Vitao Alimentos:*
Podemos dar sequencia no pedido ?","2025-08-13 14:13:28.001000",64391924,1
"*Manu Ditzel - Vitao Alimentos:*
Oiii, passando para avisar que acabou de subir lote novo dos COOKIES GRANULADOS que tinha pego !!","2025-08-13 14:12:56.001000",64391924,1
"*Manu Ditzel - Vitao Alimentos:*
Bom diaaa Kerolen tudo bem ? Como podemos prosseguir com seu pedido que esta em andamento ?","2025-08-11 09:57:52.002000",64391924,1
"*Manu Ditzel - Vitao Alimentos:*
Lembrando que subimos já a produção de cookies granulados, então se me der o OK eu já deixo reservado para você !","2025-08-06 10:38:04.002000",64391924,1
"*Manu Ditzel - Vitao Alimentos:*
Oiii Kerolen tudo bem ?","2025-08-06 09:28:31.001000",64391924,1
Áudio,"2025-08-05 08:43:09.001000",64391924,1
"*Manu Ditzel - Vitao Alimentos:*
Prefere finalizar o pedido assim mesmo, ou quer aguardar, cerca de 1 a 2 semanas !","2025-08-05 08:34:13.001000",64391924,1
"*Manu Ditzel - Vitao Alimentos:*
Conseguiu escutar meu audio querida ?","2025-08-05 08:32:32.001000",64391924,1
"*Manu Ditzel - Vitao Alimentos:*
Bommm dia tudo bem ?","2025-08-05 08:32:26.001000",64391924,1
Áudio,"2025-08-04 12:09:00.001000",64391924,1
"ta certo!!!","2025-08-04 12:03:49.002000",64391924,0
"*Manu  - Vitao*:
Financeiro fez a analise desse, e nos disse que por ser abertura muito recente, tem que ser feito ou no pix com 2% de desconto, ou no cartão em até 3x","2025-08-04 08:49:54.748000",64391924,1
"*Manu  - Vitao*:
oiii tudo bem ?","2025-08-04 08:47:46.257000",64391924,1
"ta bom","2025-08-01 16:53:16.001000",64391924,0
"*Manu Ditzel - Vitao Alimentos:*
Vou mandar esse aqui então para a analise","2025-08-01 16:45:56.001000",64391924,1
,"2025-08-01 16:26:13.002000",64391924,0
"*Manu Ditzel - Vitao Alimentos:*
Quais informações do cadastro deseja mudar ?","2025-08-01 16:25:05.001000",64391924,1
"o cadastro","2025-08-01 16:23:33.001000",64391924,0
"*Manu Ditzel - Vitao Alimentos:*
O que precisaria mudar?","2025-08-01 16:23:22.002000",64391924,1
"mas quero mudar o cadastro","2025-08-01 16:22:24.001000",64391924,0
"eu não se como funciona","2025-08-01 16:22:19.001000",64391924,0
"ta bom!!!","2025-08-01 16:22:05.001000",64391924,0
"*Manu Ditzel - Vitao Alimentos:*
Posso mandar para a analise de credito, ai já te retorno então","2025-08-01 16:05:32.001000",64391924,1
"Aah certo! Por boleto não dá?","2025-08-01 16:05:06.001000",64391924,0
"*Manu - Vitao:*
Ai eu consigo gerar o link do cartão somente na segunda, que hoje meu financeiro esta fazendo fechamento","2025-08-01 15:17:07.001000",64391924,1
"*Manu  - Vitao*:
Ok","2025-08-01 15:12:58.205000",64391924,1
"Isso aí","2025-08-01 11:38:20.003000",64391924,0
"*Manu - Vitao:*
Confirma se é isso mesmo, que já vou mandar para o pessoal da liberação !","2025-08-01 11:35:50.002000",64391924,1
,"2025-08-01 11:34:39.001000",64391924,1
,"2025-08-01 11:30:31.001000",64391924,1
"*Manu  - Vitao*:
Ahh que bomm, vi agora sim","2025-08-01 11:29:08.748000",64391924,1
"*Manu  - Vitao*:
Oiii bom diaa tudo bem ?","2025-08-01 11:28:25.315000",64391924,1
Áudio,"2025-08-01 11:27:33.001000",64391924,0
"Oie, bom dia","2025-08-01 11:27:05.002000",64391924,0
"*Larissa Padilha :*
Passando para saber como tem sido a aceitação dos produtos na sua loja. É muito importante para nós, saber que estamos contribuindo com soluções que agregam valor ao seu negócio!
Fico à disposição para qualquer necessidade ou sugestão que desejar compartilhar.

E aproveito para apresentar as ofertas especiais que estão vigentes no momento:

🍯 Tâmaras Khalas 1kg e 5kg — com 35% de DESCONTO
🎒 Linha Disney — com 10% de DESCONTO (ideal para o período de volta às aulas!)
🍫 Drageados — com até 40% de DESCONTO (consulte os sabores disponíveis)

⚡ Condições válidas por tempo limitado. Caso tenha interesse, estou à disposição para passar os detalhes!","2025-08-18 14:55:00.002000",64392068,1
"*Larissa Padilha :*
Boa tardee Marluce, tudo bem? 
Aqui é a Lari da Vitao Alimentos 💚","2025-08-18 14:54:03.001000",64392068,1
"*Manu Ditzel - Vitao Alimentos:*
Entendo que pena Lucas, obrigada pelo seui retorno !","2025-08-08 14:06:55.002000",64398260,1
"Estou fechando meu comércio","2025-08-08 14:05:38.001000",64398260,0
"*Manu Ditzel - Vitao Alimentos:*
Estou passando para fazer o Sucesso do Cliente, e gostaria de saber o motivo que não ouve mais compra conosco? Poderia estar me dando esse Feed Back ?","2025-08-08 14:04:54.001000",64398260,1
Sim,"2025-08-08 14:04:45.002000",64398260,0
